tAI_full	flag_Kon	protein_synthesis_rate	real_protein_synthesis_per_mrna	AvgExp_Steinmetz	AvgmRNA_percell_Holstege	Gene	AVGEXP_YPD	DM_YPD	tAI_full	AvgExp_Steinmetz	DM_Steinmetz	Kon	real_protein_synthesis_per_mrna	
HighTLE	Intermediate1	NA	NA	Int2.mRNA	Int1.mRNA	RPL15B	92.5	-0.852	0.534838759283619	1.373	-0.102	8.786	NA	
HighTLE	Intermediate2	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL16A	3370.5	-2.312	0.577226529108218	40.201	-0.086	2.408	0.028	
HighTLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPL17A	2481	-0.162	0.616002112749169	26.348	-0.095	5.172	0.051	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL17B	2306	-2.023	0.595808402129697	24.799	-0.096	56.109	NA	
HighTLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL18B	2279	2.296	0.580681505484536	7.821	-0.108	8.7	0.031	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL19A	2554	-0.782	0.595859422022834	8.33	-0.048	14.731	0.037	
HighTLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL19B	4134.5	-2.656	0.615908195341027	63.035	-0.061	10	0.019	
HighTLE	Intermediate1	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL1A	1295.5	-1.268	0.626519513481363	16.918	-0.096	4.69	0.01	
HighTLE	Intermediate1	HighProtSyn	LowProtSyn.mRNA	High.mRNA	NA	RPL1B	8127	-2.192	0.627949589353814	41.214	-0.033	12.729	0.008	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL20A	3259.5	-1.587	0.609863728304469	20.192	-0.102	7.06	NA	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPL20B	3316.5	-2.777	0.593606008901574	10.971	-0.121	3.779	NA	
HighTLE	NA	HighProtSyn	LowProtSyn.mRNA	NA	High.mRNA	RPL21A	4399	-2.709	0.57311928832689	NA	NA	NA	0.009	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL21B	3531	-2.92	0.588869837677432	46.46	-0.065	71.525	NA	
HighTLE	Intermediate1	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL22A	10117	-3.111	0.647761296309466	26.119	-0.115	12.047	0.01	
HighTLE	Low	NA	NA	Int1.mRNA	NA	RPL22B	1744	5.466	0.471768332805127	2.227	0.246	1.3	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPL23A	860.5	-0.918	0.550231167785637	33.335	-0.084	72.881	0.116	
HighTLE	Low	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL24A	5714.5	-1.007	0.639244750595785	8.607	-0.085	1.163	0.017	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL24B	5642	-1.725	0.642250521457901	6.816	-0.065	18.836	0.009	
HighTLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPL26A	4776.5	-1.735	0.603000649680082	20.734	-0.115	2.851	0.086	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL26B	6585	-3.136	0.630645207983905	55.505	-0.073	6.843	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL27A	469.5	5.437	0.60686551279089	52.303	-0.076	17.917	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL27B	3454.5	-0.939	0.557945696835932	28.549	-0.064	7.617	NA	
HighTLE	High	NA	NA	High.mRNA	NA	RPL2A	3738	-1.966	0.58544216154144	24.51	-0.071	38.519	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL3	6974.5	0.154	0.608578858783122	96.787	0.022	9.013	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL31B	2607.5	-0.68	0.573129689955533	19.82	-0.082	9.778	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL33B	3173.5	-0.678	0.60042875766609	17.229	-0.078	28.992	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL34A	3253	-2.833	0.590563795833402	31.852	-0.09	5.891	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL34B	2505	-0.345	0.596080762524281	52.286	-0.052	17.36	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	RPL35A	4919	-1.4	0.640171196898869	33.417	-0.064	47.464	0.049	
HighTLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPL35B	2790.5	-2.485	0.639829608018473	19.88	-0.12	6.74	0.057	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL36A	2312.5	-2.655	0.591706887509774	24.763	-0.083	34.684	0.01	
HighTLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	RPL36B	2278.5	-1.597	0.625603028429521	70.487	-0.055	4.558	0.047	
HighTLE	Intermediate2	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL37A	3501.5	-2.641	0.521304885707835	11.71	-0.124	4.39	0.011	
HighTLE	Intermediate2	HighProtSyn	LowProtSyn.mRNA	Int1.mRNA	High.mRNA	RPL37B	2820.5	-1.822	0.512730236272403	2.399	0.024	2.61	0.009	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL38	2055	-1.416	0.662953940811212	86.336	-0.054	172.37	0.009	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPL40A	907.5	5.061	0.591433434314389	38.422	-0.091	118.259	0.045	
HighTLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	Int1.mRNA	High.mRNA	RPL40B	2718.5	-1.354	0.577055956920621	2.898	0.212	2.433	0.064	
HighTLE	High	NA	NA	High.mRNA	NA	RPL41A	10529.5	-2.441	0.515052382565418	261.964	-0.058	26.199	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	NA	RPL41B	6413.5	-0.574	0.521864906972596	161.107	0.01	6.347	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL42A	2721	-1.348	0.574935781353734	11.607	-0.116	12.7	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL42B	3462.5	-1.578	0.573688037180004	17.429	-0.054	20.322	NA	
HighTLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	RPL43A	6409.5	-3.578	0.564235930963144	69.57	-0.054	11.799	0.024	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL43B	3163	-0.611	0.507447912481698	32.415	-0.095	29.829	0.014	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL4B	3191.5	0.405	0.613942267734985	17.743	-0.039	5.292	NA	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPL5	6384.5	0.627	0.619251997285908	65.778	-0.04	38.363	0.04	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL6A	3152	-2.292	0.616563364076027	40	-0.088	15.948	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPL6B	2509	-1.024	0.611859776157448	31.747	-0.098	131.499	NA	
HighTLE	NA	NA	NA	NA	NA	RPL7B	1712.5	8.371	0.605001225950193	NA	NA	NA	NA	
HighTLE	Low	IntProtSyn	LowProtSyn.mRNA	Low.mRNA	High.mRNA	RPL8A	17952.5	0.5	0.640059141314502	0.159	-0.016	0.455	0.006	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPL8B	6189	-0.223	0.657076177202591	64.173	-0.04	10	0.118	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPL9A	4414.5	-2.846	0.611773585723012	62.64	-0.049	69.18	0.002	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPL9B	20074.5	0.039	0.614396731442818	6.181	-0.049	12.961	NA	
I2TLE	High	NA	NA	Low.mRNA	Low.mRNA	RPM2	63.5	-1.517	0.376426600520634	0.58	-0.225	570.712	NA	
I1TLE	High	HighProtSyn	HighProtSyn.mRNA	Int1.mRNA	NA	RPN1	651.5	-1.393	0.415298842823315	2.668	-0.082	27.57	0.228	
LowTLE	High	HighProtSyn	I1ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	RPN10	295.5	-0.167	0.346664560553799	4.2	-0.127	36.082	0.086	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPN11	1203	-1.615	0.420995303868796	6.79	-0.097	24.086	0.064	
I2TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int1.mRNA	RPN12	966	-1.445	0.378496120769579	6.365	-0.09	2.543	0.093	
I2TLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	NA	RPN13	330	-0.972	0.371538322627797	7.221	-0.115	45.97	0.081	
I1TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	RPN2	931.5	0.066	0.391125668026506	6.83	-0.056	2.294	0.029	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPN5	1089.5	-2.131	0.400227174876933	7.163	-0.109	31.531	0.016	
I2TLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPN6	677	-2.152	0.368663603222558	6.499	-0.098	27.684	0.034	
I1TLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPN7	78	-1.197	0.40415797859863	4.949	-0.09	21.116	0.063	
I1TLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPN8	817.5	-2.322	0.404144089144783	7.283	-0.055	11.668	0.045	
I1TLE	High	NA	NA	High.mRNA	High.mRNA	RPN9	1028	-0.826	0.404815764927743	6.058	-0.09	20.067	NA	
I1TLE	High	IntProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPO21	1379	1.193	0.393292396850274	5.3	-0.119	35.388	0.07	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	RPO26	1266	8.023	0.453399974650546	6.552	-0.109	35.5	0.034	
I1TLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	RPO31	371.5	1.251	0.392849550383378	1.143	0.029	3.09	NA	
I1TLE	Low	NA	NA	Low.mRNA	NA	RPO41	2420	0.702	0.382900410295347	0.616	-0.074	1.587	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	Low.mRNA	RPP1	205.5	-1.361	0.324158026737966	0.911	-0.09	3.758	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPP1A	6605	-0.657	0.62454459924534	39.361	-0.073	79.786	0.051	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPP1B	9142.5	-1.157	0.623241558283044	45.271	-0.078	120.321	0.426	
HighTLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPP2A	103.5	1.203	0.665999567510835	71.504	-0.051	10	0.089	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPP2B	8027.5	-2.428	0.626011756062528	97.287	-0.038	23.267	0.102	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS0A	235.5	-0.406	0.575497391732949	30.137	-0.09	49.091	0.033	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS10A	426	12.327	0.626816347770453	55.88	-0.058	103.509	0.027	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS10B	3072.5	-2.307	0.600475978932028	31.331	-0.054	33.917	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	NA	RPS14B	483	2.227	0.557266946334271	4.797	-0.032	5.924	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPS16A	3569.5	-3.089	0.581422832314851	39.502	-0.084	114.176	0.046	
HighTLE	Low	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS16B	415	-0.259	0.603595335103569	38.377	-0.103	1.594	0.024	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPS17A	5997.5	-2.15	0.626259936539678	37.573	-0.08	15.795	0.071	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPS17B	4988	-0.736	0.611235134552285	15.55	-0.109	12.595	NA	
HighTLE	Intermediate1	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS18A	166	-0.415	0.594534439249752	48.5	-0.074	8.749	0.028	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPS19A	1728	-0.466	0.611928482853295	30.729	-0.094	6.544	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPS19B	3231.5	-0.423	0.602598920947154	39.987	-0.076	81.956	0.146	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS1B	6993	-0.911	0.62137201103652	76.841	-0.052	53.555	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPS21A	5398.5	-3.148	0.551907283001945	45.255	-0.073	14.328	0.278	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS21B	6006	-0.721	0.593390095283235	23.804	-0.112	2.115	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS22A	1487.5	-2.659	0.610888000152417	43.417	-0.084	96.57	NA	
HighTLE	NA	NA	NA	NA	High.mRNA	RPS22B	2399	-0.198	0.549193781322988	NA	NA	NA	NA	
HighTLE	Intermediate2	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS23A	1729	0.957	0.586304869187819	50.768	-0.073	4.244	0.035	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS23B	2142.5	-0.264	0.608799651492979	62.842	-0.069	18.475	0.038	
HighTLE	High	HighProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPS24A	2685	0.845	0.649599661227443	20.422	-0.093	53.796	0.008	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	High.mRNA	RPS24B	2427	-1.506	0.632607801944254	20.358	-0.091	43.671	0.016	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS25A	6131.5	0.504	0.616540321966693	10.333	-0.116	2.47	NA	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPS25B	4177	3.653	0.57311821370269	14.375	-0.129	35.957	0.088	
HighTLE	NA	NA	NA	NA	NA	RPS26A	8522.5	-2.257	0.585335905661886	NA	NA	NA	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS26B	5087	0.284	0.583422721438462	10.94	-0.137	138.695	NA	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS27A	4055.5	-0.269	0.486051950494496	9.262	-0.117	4.388	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS27B	4362	-2.186	0.553668295774857	65.039	-0.056	14.305	NA	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPS28A	3673	-2.485	0.584930609052208	47.181	-0.056	8.273	NA	
HighTLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPS28B	311	-0.768	0.59563058066608	8.472	-0.05	2.593	0.687	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS29A	519.5	-2.448	0.516793950691678	14.951	-0.111	2.273	NA	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS29B	2578.5	-2.732	0.526782744013712	11.599	-0.096	3.063	NA	
HighTLE	Low	IntProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPS30A	3543.5	-0.891	0.579240081953977	11.809	-0.111	1.024	0.002	
HighTLE	High	IntProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	RPS30B	4577	-1.197	0.621432526724038	5.147	-0.103	32.944	0.002	
HighTLE	Intermediate1	NA	NA	High.mRNA	High.mRNA	RPS4A	7577	-1.116	0.588284707898906	27.794	-0.099	12.111	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS4B	5505.5	-1.766	0.59197950892214	51.558	-0.08	64.232	NA	
HighTLE	Intermediate1	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPS6A	5291.5	-0.829	0.644814943965701	37.394	-0.092	8.435	0.047	
HighTLE	High	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	High.mRNA	RPS6B	260	0.281	0.647233879358037	28.672	-0.114	89.757	0.053	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	RPS7B	3956	-0.999	0.57759397778192	21.666	-0.074	27.169	0.156	
HighTLE	NA	NA	NA	NA	High.mRNA	RPS8A	6213	-2.341	0.591907363881481	NA	NA	NA	NA	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPS8B	6009.5	-2.481	0.579723926463065	11.202	-0.131	19.538	NA	
HighTLE	Intermediate2	NA	NA	Int2.mRNA	Int2.mRNA	RPS9A	5222.5	4.337	0.585395651130078	1.684	0.157	2.501	NA	
HighTLE	Intermediate2	NA	NA	High.mRNA	High.mRNA	RPS9B	8509	-1.43	0.655587273376251	48.091	-0.079	1.988	NA	
HighTLE	NA	IntProtSyn	I2ProtSyn.mRNA	NA	High.mRNA	RPT1	1220.5	-2.015	0.428129327170922	NA	NA	NA	0.029	
I1TLE	Intermediate2	HighProtSyn	I1ProtSyn.mRNA	High.mRNA	Int1.mRNA	RPT3	131	0.709	0.41847086853548	5.571	-0.136	2.484	0.091	
HighTLE	High	NA	NA	High.mRNA	High.mRNA	RPT4	1037.5	-2.239	0.42559308025058	4.393	-0.144	47.633	NA	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	Int2.mRNA	RPT6	1121	-2.896	0.417815542883018	7.198	-0.141	24.022	0.029	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	RRB1	1508	-0.865	0.416894952266184	5.161	-0.116	38.807	0.016	
LowTLE	Low	NA	NA	Int2.mRNA	Low.mRNA	RRD1	76	-1.18	0.305695008971208	1.126	-0.095	1.012	NA	
I1TLE	Intermediate1	NA	NA	Int1.mRNA	Int2.mRNA	RRP1	245	0.132	0.384492342619596	3.78	-0.003	5.495	NA	
I1TLE	Low	NA	NA	Int2.mRNA	NA	RRP12	602	0.339	0.388328793495715	1.911	-0.041	1.352	NA	
HighTLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	RRP15	335	-0.44	0.448100395297152	7.408	-0.041	10.79	0.023	
I1TLE	High	NA	NA	Int1.mRNA	NA	RRP17	115.5	-0.989	0.402333330464386	4.051	-0.092	26.805	NA	
LowTLE	Intermediate2	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Int1.mRNA	RRP4	228	-1.279	0.344440611593806	1.822	0.05	3.435	0.004	
LowTLE	Intermediate1	NA	NA	Int1.mRNA	NA	RRP40	303.5	0.722	0.345000343622702	2.31	-0.072	12.885	NA	
LowTLE	Low	NA	NA	Int1.mRNA	Int2.mRNA	RRP42	194.5	0.162	0.31823871982605	2.224	0.016	1.618	NA	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	NA	RRP45	286.5	1.623	0.358659531489051	2.596	-0.045	5.536	NA	
LowTLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	RRP46	236	1.429	0.335279980866694	2.04	-0.018	6.396	0.034	
HighTLE	High	IntProtSyn	I1ProtSyn.mRNA	High.mRNA	Int2.mRNA	RRP5	919.5	3.258	0.432331204447923	7.171	-0.101	35.468	0.066	
LowTLE	Low	LowProtSyn	LowProtSyn.mRNA	Int2.mRNA	Int1.mRNA	RRP6	98.5	-3.068	0.332035370301375	1.316	-0.04	0.931	0.013	
I1TLE	High	NA	NA	High.mRNA	Int2.mRNA	RRP7	339	-0.441	0.382363559889485	4.501	-0.131	48.539	NA	
I1TLE	Intermediate1	NA	NA	High.mRNA	NA	RRP8	104	1.127	0.417459440822055	5.507	-0.031	9.028	NA	
I2TLE	Intermediate1	NA	NA	Int1.mRNA	NA	RRP9	192.5	0.298	0.37398808366177	2.213	-0.01	6.575	NA	
I2TLE	High	NA	NA	Int1.mRNA	NA	RRT14	129	0.577	0.357058799292622	4.013	-0.14	59.902	NA	
I1TLE	Low	NA	NA	High.mRNA	NA	RSA3	225	-1.144	0.404663881646456	4.424	-0.099	0.032	NA	
I2TLE	High	NA	NA	Int2.mRNA	Low.mRNA	RSC2	92.5	-1.049	0.360246390493307	1.836	-0.118	164.662	NA	
I2TLE	High	NA	NA	Int2.mRNA	Low.mRNA	RSC4	415.5	-2.062	0.377435532500523	1.085	-0.176	66.931	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	NA	RSC58	125.5	0.793	0.352500245173683	1.636	-0.1	2.285	NA	
I2TLE	High	IntProtSyn	I1ProtSyn.mRNA	Int1.mRNA	Int1.mRNA	RSC8	369	1.664	0.371467506544764	3.038	-0.112	45.487	0.06	
LowTLE	Intermediate2	LowProtSyn	I2ProtSyn.mRNA	Int2.mRNA	NA	RSC9	227.5	0.659	0.342321068741348	1.497	0.05	3.524	0.016	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	Low.mRNA	RSE1	923	2.73	0.341691423941477	1.272	-0.063	11.072	NA	
I2TLE	Intermediate1	NA	NA	Low.mRNA	NA	RSM22	53.5	-1.968	0.354643248724549	0.867	-0.088	8.487	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	RSM23	196	0.585	0.372503636828114	1.016	0.004	2.822	NA	
I2TLE	Intermediate2	NA	NA	Low.mRNA	NA	RSM25	202	0.812	0.353189144314006	0.349	-0.068	2.453	NA	
LowTLE	Low	NA	NA	Int2.mRNA	NA	RSM26	146.5	1.771	0.323274780923682	1.296	-0.108	0.341	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	RSM27	111	3.988	0.33081564945681	1.555	-0.042	7.565	NA	
LowTLE	Intermediate1	NA	NA	Int2.mRNA	NA	RSM7	164.5	1.58	0.34361841145068	1.201	-0.081	8.058	NA	
I1TLE	Intermediate1	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	RSN1	340	1.323	0.395423371531408	2.244	-0.022	7.351	0.018	
I2TLE	NA	NA	NA	NA	Low.mRNA	RSR1	157.5	-1.218	0.370398940755575	NA	NA	NA	NA	
HighTLE	Low	NA	NA	Low.mRNA	NA	RTC3	358.5	24.702	0.465167917750199	0.923	1.531	0.221	NA	
I2TLE	High	NA	NA	Low.mRNA	NA	RTC5	75.5	-0.877	0.367570769664817	0.605	-0.151	36.375	NA	
I2TLE	Low	NA	NA	Int2.mRNA	NA	RTC6	182	3.82	0.359163149617671	1.799	-0.067	1.347	NA	
HighTLE	High	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int1.mRNA	RTF1	286	0.414	0.422460895474333	2.202	-0.136	63.101	0.034	
I2TLE	NA	NA	NA	NA	NA	RTG1	354.5	-0.249	0.369773381875195	NA	NA	NA	NA	
LowTLE	Intermediate2	NA	NA	Int2.mRNA	Int1.mRNA	RTG2	245.5	-1.786	0.34578242966172	1.803	-0.058	3.815	NA	
I2TLE	High	NA	NA	Low.mRNA	NA	RTK1	84	1.969	0.363397913903189	0.454	-0.206	21.603	NA	
HighTLE	High	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	RTN1	2599.5	1.104	0.490392475800812	10.087	-0.073	21.728	0.225	
I2TLE	NA	LowProtSyn	LowProtSyn.mRNA	NA	Low.mRNA	RTS1	352.5	-2.703	0.367005401905759	NA	NA	NA	0.005	
LowTLE	High	LowProtSyn	LowProtSyn.mRNA	Low.mRNA	NA	RTT10	167	-1.089	0.333553409026708	0.515	-0.169	25.633	0.003	
I2TLE	Intermediate2	IntProtSyn	I2ProtSyn.mRNA	Low.mRNA	NA	RTT102	74	-1.462	0.355759697471986	0.795	0	2.421	0.027	
I2TLE	NA	NA	NA	NA	NA	RTT106	95.5	2.537	0.379790509613391	NA	NA	NA	NA	
I1TLE	High	NA	NA	Low.mRNA	Low.mRNA	RUD3	313.5	8.571	0.405443298100932	0.915	-0.144	166.757	NA	
LowTLE	Low	NA	NA	Low.mRNA	NA	RUP1	159.5	-1.524	0.332372672709911	0.844	0.105	1.552	NA	
I1TLE	High	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	NA	RVB1	519.5	4.15	0.410271972976084	3.93	-0.169	51.104	0.026	
I1TLE	High	NA	NA	Int1.mRNA	Int2.mRNA	RVS161	743.5	-0.365	0.412422653059115	3.476	-0.077	15.592	NA	
I1TLE	Low	IntProtSyn	I2ProtSyn.mRNA	Int1.mRNA	Int2.mRNA	RVS167	444.5	-0.878	0.408836345431418	3.372	-0.085	1.171	0.037	
I2TLE	Intermediate1	NA	NA	Low.mRNA	NA	RXT2	66.5	3.318	0.373182609220895	0.828	-0.044	5.898	NA	
LowTLE	Intermediate2	NA	NA	Low.mRNA	NA	RXT3	64.5	1.688	0.326797129006045	0.875	0.002	4.56	NA	
I1TLE	High	IntProtSyn	LowProtSyn.mRNA	Int1.mRNA	Int1.mRNA	SAC1	794	-1.58	0.399472581582388	3.452	-0.106	14.023	0.007	
HighTLE	Low	HighProtSyn	HighProtSyn.mRNA	High.mRNA	NA	SAC6	1438	1.63	0.431286957858276	4.338	-0.115	0.119	0.347	
LowTLE	Low	NA	NA	Low.mRNA	Low.mRNA	SAC7	101	-2.826	0.329327238749271	0.95	0.09	1.288	NA	
HighTLE	High	NA	NA	High.mRNA	NA	SAH1	5778.5	-0.829	0.562788731242174	36.934	-0.067	28.533	NA	
HighTLE	Intermediate1	HighProtSyn	HighProtSyn.mRNA	High.mRNA	High.mRNA	SAM1	4914	-0.888	0.519748777840432	22.122	0.065	8.333	0.304	
HighTLE	Intermediate2	NA	NA	High.mRNA	NA	SAM2	1372	6.907	0.517036815363327	7.318	0.299	1.934	NA	
I2TLE	Intermediate2	HighProtSyn	HighProtSyn.mRNA	Int2.mRNA	NA	SAM3	497	4.224	0.356091739257566	1.563	0.152	1.762	0.248	
I1TLE	Low	NA	NA	High.mRNA	NA	SAM4	845.5	0.419	0.404275926610227	6.59	-0.102	0.165	NA	
I2TLE	Intermediate2	NA	NA	Int2.mRNA	Low.mRNA	SAP155	180	-1.283	0.360228634658156	1.337	-0.064	3.176	NA	
I2TLE	Low	NA	NA	Low.mRNA	NA	SAP185	128	0.54	0.364635051932709	0.709	0.199	1.305	NA	
I2TLE	Low	NA	NA	Int2.mRNA	Low.mRNA	SAP4	72	0.373	0.366342022601487	1.447	0.774	0.542	NA	
HighTLE	High	HighProtSyn	I2ProtSyn.mRNA	High.mRNA	NA	SBA1	2017	-1.252	0.468612155851829	19.124	-0.077	26.29	0.016	
I1TLE	Intermediate1	IntProtSyn	LowProtSyn.mRNA	High.mRNA	High.mRNA	SBH2	378	-1.504	0.416283947373138	9.444	-0.104	9.088	0.013	
